full_id,direction,longitude,latitude
n10307971798,backward,13.5026111,52.5135375
n10055115634,backward,13.6008971,52.510651
n10030793063,forward,13.4646551,52.532824
n9544315332,forward,13.5098566,52.5505683
n10198864323,backward,13.6643359,52.410789
n10689803846,forward,13.4277137,52.560316
n9544315504,backward,13.5020331,52.5581533
n10538574223,,13.46225,52.5188507
n11227904764,forward,13.3749911,52.5031263
n9683421101,backward,13.317705,52.4578279
n10755914700,backward,13.404972,52.534065
n10981841488,forward,13.4533289,52.5475971
n9288068865,backward,13.2381881,52.469179
n5883398527,forward,13.290155,52.4705112
n10833309698,backward,13.5522889,52.4393509
n9987618969,backward,13.5883145,52.5052328
n10285489999,backward,13.3941393,52.5010922
n10316130210,forward,13.4583962,52.5273017
n10549072890,forward,13.5890414,52.4186752
n8926894007,forward,13.5592522,52.5361885
n5835782432,,13.291525,52.5957559
n8662690477,forward,13.5812022,52.4168943
n7746464800,forward,13.4333254,52.6063683
n11372727712,,13.3735651,52.5632618
n8467319590,forward,13.6517321,52.3753087
n10587209549,,13.4204221,52.5487597
n11368244942,backward,13.3849966,52.5325538
n8918383476,backward,13.3559619,52.4053025
n11347650697,forward,13.4562317,52.5100185
n1643976602,,13.3785495,52.4784663
n8757996134,forward,13.6308339,52.5298035
n9491590929,backward,13.5935027,52.4521352
n10783645663,backward,13.587131,52.4816395
n3936632646,backward,13.537194,52.5394314
n9845626943,backward,13.5203886,52.5721673
n10576164263,forward,13.4764593,52.568023
n8691310507,forward,13.2727284,52.6308147
n10197848568,backward,13.5923942,52.4551353
n10572297984,backward,13.4233661,52.5370615
n8272437656,backward,13.3509231,52.5965966
n9551021061,forward,13.4652465,52.6153882
n10031695048,backward,13.4032257,52.5274334
n10213524891,forward,13.6271909,52.4466551
n10189375730,forward,13.4154867,52.5206911
n10708233509,backward,13.5343366,52.4314241
n2278494342,backward,13.4685003,52.4996194
n9752766885,,13.3050891,52.5529482
n9370508111,forward,13.5872224,52.4116907
n9982747133,backward,13.5331879,52.523337
n10030924831,backward,13.4474331,52.5306337
n9990950165,forward,13.529149,52.5252833
n10307971780,forward,13.5010559,52.5137861
n1828396588,backward,13.4464541,52.5685744
n10598448797,forward,13.4321031,52.5606785
n9961766526,forward,13.5467208,52.548382
n10772671236,backward,13.4980309,52.4153255
n10826276010,forward,13.6060909,52.5242954
n10671852345,backward,13.4402958,52.5021168
n4407890716,backward,13.6062451,52.5218209
n9162512641,forward,13.5442469,52.5166685
n11387344796,forward,13.4153483,52.4067512
n10026233315,forward,13.4997845,52.5364417
n10603419748,forward,13.4515781,52.5520909
n10058956800,backward,13.5739104,52.4918071
n10595463246,backward,13.4240891,52.5535511
n8678265786,forward,13.4261401,52.5430737
n10666181212,forward,13.475022,52.5532604
n11103205237,backward,13.3777067,52.5208976
n10804326452,forward,13.649572,52.4623206
n10154186320,backward,13.5653015,52.4851153
n10185898072,backward,13.4813424,52.5066483
n10275448604,backward,13.4733909,52.5229097
n4029803824,forward,13.623836,52.5298716
n10537085695,forward,13.4617746,52.5188121
n11662686681,forward,13.3981497,52.5128836
n10600390838,forward,13.455729,52.5600213
n9965947250,forward,13.5502138,52.5336672
n10216545728,backward,13.4868817,52.4254611
n10287056966,backward,13.3911249,52.5157676
n10572305689,forward,13.4313849,52.5351317
n10289305271,backward,13.4776797,52.5146043
n10773167156,backward,13.3898617,52.5316383
n9666525740,forward,13.5075907,52.450446
n10779952908,forward,13.3347941,52.5569789
n10960237371,forward,13.3633362,52.5744444
n10223327375,forward,13.4653816,52.425907
n10613832368,forward,13.4425012,52.544671
n2180068927,forward,13.5033071,52.4800703
n9556346675,forward,13.5685533,52.478212
n9580704729,backward,13.3765667,52.5219491
n10765394620,backward,13.6302176,52.5164669
n11299990708,forward,13.3266832,52.4982199
n8421956823,backward,13.5446306,52.545085
n9651023570,backward,13.5707294,52.4038311
n10165915699,forward,13.5592892,52.4737808
n10647827994,forward,13.5210112,52.5813267
n10715809274,forward,13.502526,52.5652368
n10287435790,backward,13.3898787,52.5094394
n10217059252,,13.4896968,52.5123968
n10009488758,backward,13.5343663,52.4573627
n8443534249,forward,13.6163849,52.519314
n10316164845,backward,13.4635917,52.5229204
n10978245679,forward,13.5973324,52.4765275
n9613889407,backward,13.5875028,52.5110595
n11228313603,backward,13.3825664,52.5045538
n10026770821,backward,13.4895037,52.5423856
n10055271158,forward,13.6057184,52.5096031
n9663324750,forward,13.1593912,52.5520898
n10050906093,forward,13.5868592,52.5027492
n10062945642,backward,13.595236,52.5160696
n10149268467,backward,13.5879659,52.4693761
n10779952906,forward,13.3344989,52.5575022
n11135776862,backward,13.3147683,52.5256533
n10593671865,forward,13.4305445,52.5511985
n10684000494,forward,13.466372,52.5012676
n10026116468,forward,13.4785255,52.5284304
n3822937524,backward,13.3635309,52.5231022
n11375605917,forward,13.5139313,52.4918332
n8567680874,forward,13.5714061,52.5286204
n10188849776,backward,13.42634,52.5158579
n9556346670,backward,13.5692278,52.4754781
n10219528278,backward,13.3471834,52.4265047
n3565899456,backward,13.4367422,52.4956515
n10584035324,backward,13.4460035,52.544767
n10556475775,forward,13.4889706,52.4669554
n10598709296,backward,13.442521,52.557162
n10595712936,,13.4149163,52.5538541
n10009272624,backward,13.5419956,52.4577579
n10059937942,forward,13.5703307,52.4926519
n6986744375,backward,13.3413363,52.5322362
n10979933697,backward,13.3448415,52.4922511
n10196244011,forward,13.6133555,52.499067
n10789312654,forward,13.6293202,52.5200978
n10888963426,forward,13.3845766,52.4608435
n10185484858,forward,13.4866831,52.5023067
n8640117354,forward,13.541271,52.5097742
n10030793049,forward,13.4674813,52.5338441
n8666318436,backward,13.5291753,52.5257071
n10172984709,forward,13.6006152,52.4764101
n10558860597,forward,13.307362,52.5134951
n10600408514,backward,13.4515954,52.5608684
n10895333207,backward,13.5453118,52.4496791
n6502392829,forward,13.2573392,52.5086905
n8664475637,forward,13.4267833,52.5650423
n9489645155,backward,13.593643,52.4434925
n11456408682,forward,13.5062097,52.4662571
n8603281058,forward,13.5146803,52.5350557
n9546848955,backward,13.435288,52.5939487
n10213524869,backward,13.6304537,52.4467539
n9946311205,backward,13.4045575,52.5343128
n10554763790,forward,13.7187125,52.4315355
n10314437498,,13.4417138,52.5323419
n10158749393,forward,13.5915166,52.5439017
n8908930529,forward,13.4141053,52.5535807
n9961674927,forward,13.5676763,52.5559949
n9567431247,forward,13.5767521,52.4954711
n1790511507,,13.4657199,52.55186
n8594970599,forward,13.5572331,52.5251997
n8432369859,backward,13.5700605,52.5407519
n10198719180,backward,13.6160416,52.4293648
n443549300,forward,13.3994953,52.416905
n10028855452,backward,13.5057305,52.5349977
n10225437046,forward,13.4404224,52.4176477
n10564302894,,13.2630744,52.5209212
n10033073860,backward,13.5086164,52.5255326
n10585694934,backward,13.4145164,52.5520635
n10770607283,forward,13.4212542,52.5494917
n9954833520,backward,13.6092877,52.5395292
n9967770773,backward,13.5380515,52.5366384
n10288728123,forward,13.4281156,52.5179188
n10765394621,backward,13.6303878,52.5163783
n10052627256,forward,13.6101874,52.5050583
n10158835918,forward,13.5911817,52.5439014
n10276673746,forward,13.437618,52.4851038
n7593365400,backward,13.6877345,52.4411898
n9973805563,forward,13.5713363,52.5445001
n9613889406,forward,13.5872969,52.5110516
n9557137683,forward,13.5757357,52.4911912
n9961766527,forward,13.5449821,52.546395
n10698945542,backward,13.4951274,52.5649035
n9710321797,backward,13.3222231,52.4842901
n10560775289,backward,13.414325,52.5405247
n9082172622,backward,13.6133906,52.4989278
n10172984690,backward,13.600899,52.4778767
n10203638596,forward,13.4180731,52.5157839
n10601755017,backward,13.4440284,52.552728
n10553907090,backward,13.6892051,52.4411589
n4586678667,backward,13.3666476,52.476329
n9852282302,backward,13.5568906,52.5603209
n8906101127,forward,13.3913474,52.5550633
n11133422766,forward,13.3376757,52.5199052
n2305251150,backward,13.6290689,52.5154044
n3411779381,backward,13.4164197,52.4646203
n10814012577,forward,13.5066452,52.4476048
n4402800764,backward,13.3637973,52.5435305
n10217342399,,13.3525079,52.5053538
n10873126392,backward,13.4936883,52.4145433
n10188039527,backward,13.4672435,52.5097354
n10224897800,forward,13.3949663,52.4225112
n10307971783,forward,13.4983614,52.5157281
n10554477599,forward,13.6981977,52.4413767
n11375071101,backward,13.2443257,52.5439873
n10169226214,forward,13.6061735,52.5254138
n9645607304,forward,13.591267,52.534842
n10804457487,forward,13.6954644,52.463995
n9872207998,backward,13.475756,52.6402873
n10044584599,backward,13.501447,52.5487741
n8579773109,forward,13.4849429,52.5158703
n11353409127,backward,13.4637438,52.5165451
n8581158778,forward,13.4994138,52.5181558
n443549288,backward,13.3952783,52.4243641
n9566221372,backward,13.332649,52.4798752
n937964552,backward,13.4844736,52.423137
n10172834203,backward,13.6079051,52.4910545
n10556475772,backward,13.4880997,52.4662215
n10882922381,backward,13.4067418,52.4985607
n10211538185,backward,13.4701152,52.5124537
n10585651102,backward,13.4109842,52.553719
n9660692307,backward,13.5364885,52.4357224
n10188320277,forward,13.4394791,52.5140723
n197351010,backward,13.4328524,52.5234111
n10538924809,backward,13.4715782,52.5052252
n10770188359,forward,13.5197449,52.5070178
n10877646871,forward,13.4827242,52.5000298
n10814141057,forward,13.5050429,52.4450004
n2953565634,backward,13.363281,52.5662636
n9162512649,forward,13.5420919,52.5205598
n10287706684,forward,13.4150171,52.502605
n10872598451,backward,13.5624528,52.5114632
n10213608372,backward,13.6010827,52.4516441
n5883398528,forward,13.2899763,52.4701598
n10221294638,forward,13.5558861,52.4114073
n10586041799,backward,13.4038129,52.5512045
n11064449365,forward,13.3113433,52.4970567
n8662694550,forward,13.5796712,52.4163121
n10598448788,forward,13.430627,52.561122
n10584035325,backward,13.4482055,52.5468357
n10763905489,forward,13.4074209,52.5284219
n10653887895,forward,13.3836975,52.4570326
n10708203780,,13.5283585,52.4365871
n9546848974,backward,13.4341767,52.5950029
n10766304039,forward,13.5247327,52.4391159
n10539067981,forward,13.4804429,52.4989492
n2077938248,backward,13.4399797,52.5052576
n5699855305,forward,13.3961752,52.5659608
n10296516786,backward,13.4857278,52.5189337
n10603944328,forward,13.4418068,52.5503374
n10284220170,,13.3504031,52.5139146
n11053782303,backward,13.5217031,52.6387918
n10030843610,forward,13.4574993,52.5291502
n10033073862,forward,13.5050595,52.5262602
n10814235047,forward,13.5021328,52.4430088
n11064449381,backward,13.3123785,52.4992541
n8369938795,backward,13.2883219,52.6274048
n11985691768,forward,13.4925204,52.61587
n10206710845,backward,13.5940596,52.4478408
n10559380723,forward,13.4875691,52.5155246
n8265450387,backward,13.4453512,52.4869588
n10917525669,backward,-72.7656389,41.6351172
n9893594340,forward,13.5322466,52.4616283
n10558860561,backward,13.3133413,52.5150405
n8792136776,backward,13.3945779,52.4882543
n10062827257,forward,13.6007599,52.515301
n10852835922,forward,13.4617869,52.4887276
n10780128337,,13.3373032,52.5585396
n10060007120,backward,13.5632875,52.5033064
n8374092976,forward,13.3976139,52.5288344
n10296516789,forward,13.4859523,52.5184685
n10559094664,backward,13.3839239,52.5169539
n11475683728,forward,13.2882615,52.4772558
n10012979621,backward,13.5189701,52.5287697
n10684929355,,13.513143,52.50538
n9008020274,forward,13.4503673,52.4708129
n10009488796,forward,13.53266,52.4572299
n10982242904,backward,13.3184605,52.5109617
n9488717793,backward,13.6537396,52.4167892
n9520895165,forward,13.6512869,52.3757119
n10055527977,backward,13.6153722,52.4976397
n10026707848,backward,13.4948096,52.5404587
n8614256818,backward,13.5638753,52.5562181
n10188193994,backward,13.4499254,52.5129977
n10758219074,backward,13.4715258,52.5596985
n10569401532,forward,13.4463971,52.5212675
n10172784827,backward,13.611119,52.4954384
n9544315433,forward,13.5032263,52.5535771
n8662694606,forward,13.5739756,52.4137162
n10294924019,backward,13.5070099,52.5756042
n10170688967,forward,13.6059654,52.5218399
n10307904697,forward,13.604429,52.4524168
n9837879696,backward,13.5458734,52.4323637
n10574793498,forward,13.4404751,52.5158437
n4406799388,forward,13.3509843,52.5424956
n9544168320,backward,13.5169624,52.5520476
n10046391576,backward,13.5071627,52.5718221
n9965142100,backward,13.5479193,52.5338877
n10598383425,,13.4218556,52.562735
n11371397753,backward,13.4300506,52.5875353
n10030924832,backward,13.4470786,52.5305065
n10314449127,forward,13.4383132,52.5302323
n9567431281,forward,13.5779961,52.4975245
n10295264831,forward,13.5180664,52.5747194
n10211641233,backward,13.5063695,52.4425866
n10214646753,backward,13.5605242,52.486568
n10316188858,forward,13.4695379,52.5205422
n10885617183,forward,13.3806444,52.5163333
n10598709287,forward,13.4442455,52.5579096
n9655624266,forward,13.5405111,52.4303395
n10597843063,backward,13.4142489,52.5578498
n10013394715,backward,13.4865983,52.5520389
n10198683816,backward,13.596487,52.436972
n10542373403,backward,13.507409,52.4749013
n10216582944,forward,13.4928097,52.4300393
n10181813101,forward,13.5888745,52.5413007
n10218083161,forward,13.5083876,52.4638195
n10888866562,forward,13.3780845,52.4560853
n10750965566,backward,13.4762036,52.6052822
n10923789696,forward,13.4249639,52.5552082
n10979909940,backward,13.3423488,52.4886364
n10012979626,forward,13.5194275,52.5307114
n9567417014,forward,13.5765463,52.4934412
n10019969374,backward,13.537116,52.54495
n10316130225,forward,13.4589732,52.5260009
n9821383052,forward,13.3342636,52.4986077
n5666518544,forward,13.3772345,52.5223034
n9662360690,forward,13.191555,52.546437
n10295050257,backward,13.512045,52.5752737
n10595463252,backward,13.4241484,52.5527276
n10605426144,forward,13.4495219,52.5474505
n2097128352,backward,13.411028,52.5695707
n9650711363,backward,13.5614739,52.4011767
n9761475973,forward,13.591856,52.51454
n10188420838,backward,13.4383731,52.514431
n9167879254,forward,13.4054639,52.5469381
n9790119253,backward,13.5162989,52.575144
n10212115115,backward,13.6388936,52.4476405
n10614372878,forward,13.4134814,52.532255
n9567431350,backward,13.5806296,52.5028543
n9852432965,backward,13.4232587,52.6045858
n8835908862,forward,13.4905028,52.4278314
n9657464470,forward,13.1654766,52.5513428
n8511247238,backward,13.6229756,52.5398251
n10285394366,backward,13.3890382,52.4993925
n10542425914,forward,13.504705,52.4680722
n10012571035,forward,13.5338462,52.5288788
n10203347136,backward,13.6071027,52.5387742
n9556547130,forward,13.5716296,52.4826906
n10586923578,forward,13.4157451,52.5439445
n10556475766,forward,13.488854,52.4641713
n9961957527,forward,13.5409742,52.5214653
n11391062297,backward,13.4350923,52.5045581
n8264111559,backward,13.4428525,52.518103
n10012979620,forward,13.5196338,52.5287817
n197339992,forward,13.4283358,52.5180654
n10170688987,backward,13.6157396,52.5182542
n5785932120,forward,13.2484033,52.5244031
n10277229620,backward,13.4850136,52.5333618
n10211641227,forward,13.5083387,52.4425418
n10601755018,backward,13.4442804,52.5526534
n12020532288,forward,13.347765,52.556227
n10026233268,backward,13.4997562,52.5350239
n10216734532,backward,13.4948739,52.4416803
n10584468732,backward,13.4513381,52.5431885
n10783850312,forward,13.5810595,52.4852311
n8678265714,forward,13.4272165,52.544946
n9837765328,forward,13.5532479,52.4479812
n11135599293,backward,13.3160462,52.5256497
n12047145452,forward,13.4351576,52.4393224
n10258017878,,13.4098959,52.5291253
n10282108534,forward,13.3395561,52.5189233
n10994893966,backward,13.3886079,52.5694842
n10055017383,forward,13.5930919,52.5095116
n10200970912,forward,13.5596861,52.5305093
n10029612450,backward,13.4810538,52.5387463
n10550702439,forward,13.6249345,52.4504937
n11221844329,forward,13.3694203,52.5023273
n10694211054,forward,13.4204617,52.4409749
n6986744376,forward,13.3413391,52.5323904
n9938612925,forward,13.6348115,52.5385395
n10172877416,backward,13.6022408,52.4832716
n10814012558,forward,13.509034,52.4523918
n9671339458,backward,13.6306408,52.3956369
n10055017390,forward,13.5927098,52.5084651
n9544315513,backward,13.5018345,52.558828
n10771343084,backward,13.4011672,52.5299026
n11347650696,backward,13.4561292,52.5098131
n586485954,forward,13.331639,52.4534351
n10770334163,backward,13.442758,52.5314154
n11007473946,forward,13.4975245,52.4582618
n9952843320,backward,13.6372776,52.521149
n9982985776,forward,13.5328172,52.5218434
n10885930316,backward,13.3821897,52.5015026
n3430916049,forward,13.4292497,52.5213052
n8910886852,forward,13.4418633,52.5464208
n10560775282,forward,13.4227575,52.5392024
n10286992774,forward,13.391234,52.5131084
n10039651308,forward,13.3628217,52.5227769
n5612700863,forward,13.4455961,52.4613658
n10188042834,forward,13.4588818,52.5115316
n10979909926,,13.3393192,52.4886475
n1828354202,forward,13.4628133,52.5323983
n10129626813,forward,13.6146418,52.5404221
n10287125249,forward,13.3906588,52.5173813
n10316096813,forward,13.4556283,52.5307177
n9761475971,forward,13.590815,52.5141578
n10029315624,backward,13.4079582,52.5343878
n10586923580,backward,13.413129,52.5452838
n10062827236,backward,13.6066381,52.5137596
n9039368565,forward,13.5155712,52.5518646
n6775266424,backward,13.642999,52.5294526
n11379390970,forward,13.3574975,52.4234901
n9963063031,forward,13.5440086,52.5177429
n10316404928,forward,13.4681536,52.5159485
n9837793943,backward,13.5621398,52.436748
n10550652054,backward,13.6171525,52.4552902
n10219253872,forward,13.5196684,52.494596
n11364617268,backward,13.4612025,52.5009039
n10536545636,forward,13.4588304,52.5206258
n10578325101,backward,13.3793447,52.5234729
n97553893,,13.4988657,52.6332611
n11323164715,forward,13.4822707,52.5127682
n8728726414,backward,13.5468427,52.5339741
n8807969213,forward,13.5552757,52.5177365
n10593671832,forward,13.4397236,52.5479555
n5731865251,forward,13.2667478,52.4946166
n8511247258,forward,13.6204441,52.5396913
n1350637307,forward,13.3881184,52.5198181
n1673286761,backward,13.5519027,52.4177992
n10056575156,backward,13.5883981,52.4808063
n10895759638,backward,13.5324857,52.4309347
n10789288170,forward,13.6190392,52.4962419
n11228313616,forward,13.3864059,52.5052966
n11353378721,backward,13.4754345,52.5205032
n10219369888,backward,13.5218953,52.5010777
n3226013882,backward,13.4255907,52.5234249
n9748830381,forward,13.4082922,52.5720803
n8511247328,backward,13.6058693,52.5388902
n10548418060,forward,13.5818166,52.4388455
n10924340688,backward,13.3747853,52.5374149
n10814424835,backward,13.5001633,52.4399396
n2486393833,forward,13.5458119,52.4005425
n9578381547,backward,13.5295049,52.5134516
n10554044135,forward,13.6950062,52.4381481
n10560332994,forward,13.4991672,52.5121273
n10079352930,backward,13.3453294,52.5390683
n10870362590,forward,13.4844159,52.4478074
n10295464673,forward,13.5246417,52.5689465
n10316164838,forward,13.4575718,52.5245037
n10761648506,forward,13.4064969,52.5249307
n10895759639,forward,13.5328779,52.4306744
n11100784431,forward,13.3797624,52.5209194
n10221161901,forward,13.5575977,52.4076687
n10576111914,forward,13.4346064,52.5497326
n11375605916,forward,13.5118089,52.4914544
n10556328211,forward,13.7170725,52.4317094
n10050092714,backward,13.572334,52.5052924
n11297538748,forward,13.4768395,52.476709
n8629772016,backward,13.5626089,52.499201
n10223151637,backward,13.4836457,52.4224951
n10769993382,forward,13.5241267,52.4970304
n9952857667,forward,13.643649,52.5279418
n10564302898,backward,13.2628844,52.5203688
n9965868424,forward,13.5639129,52.5455668
n8556541668,forward,13.4638141,52.5289285
n11387936979,forward,13.3879468,52.4207487
n3138626083,forward,13.5963753,52.5188485
n10213865442,forward,13.5773595,52.4557476
n9967781326,forward,13.5452845,52.5421472
n10554469896,forward,13.6930398,52.4391756
n11348171008,forward,13.4571722,52.5178965
n11451267536,forward,13.3152031,52.48141
n12001609864,,13.3920405,52.5301037
n9547379970,backward,13.4328645,52.6258968
n10883772052,backward,13.3873769,52.5043005
n8757996131,backward,13.6308503,52.5297124
n9544315467,forward,13.5025491,52.5554703
n10017646363,backward,13.5363184,52.5428501
n9578381546,forward,13.532514,52.5116261
n9547212630,forward,13.4337732,52.6125417
n9761475979,forward,13.5940176,52.5170068
n9983350903,forward,13.561531,52.5041849
n9657464454,backward,13.171755,52.5497883
n8422392279,forward,13.5683708,52.5381264
n10823528109,backward,13.622341,52.5082089
n10556289071,forward,13.714695,52.4356241
n11558066819,forward,13.4753755,52.4801072
n9167879255,backward,13.4054232,52.5470408
n9510035770,forward,13.5670995,52.5719301
n10813932549,forward,13.5076186,52.4986611
n10698684064,backward,13.4372318,52.5527187
n9443587030,backward,13.6206583,52.5044352
n9110415504,forward,13.5146063,52.5102931
n11383103651,backward,13.4516195,52.4538148
n10603039954,forward,13.43199,52.5546469
n9969165752,backward,13.5126057,52.5393157
n10153888768,backward,13.5788868,52.4860974
n11387936978,forward,13.3895707,52.4205119
n10941231064,backward,13.3081167,52.5563543
n8908930528,forward,13.4145431,52.553557
n9952857665,backward,13.643979,52.527203
n10814235039,backward,13.4991726,52.4416063
n10219253880,backward,13.5211327,52.4949733
n10187678370,forward,13.4726383,52.5084639
n10783850311,backward,13.5808928,52.4850668
n10570429903,forward,13.433675,52.5227341
n11077233651,forward,13.3527502,52.5748027
n9566071386,forward,13.1888177,52.5566292
n10055376457,backward,13.6126701,52.5108678
n9975207431,backward,13.5444546,52.5448267
n9976280889,backward,13.5153732,52.5397427
n9429827775,backward,13.5595653,52.479401
n10586207586,forward,13.3878423,52.5501517
n10542357605,forward,13.5169606,52.4817209
n10564942661,forward,13.4669476,52.5285543
n9557889440,backward,13.573534,52.3943789
n10600408518,backward,13.4551383,52.5592406
n166910663,backward,13.4306785,52.6192854
n12020235447,forward,13.4700476,52.6179882
n12001224070,backward,13.2979164,52.447459
n9557889422,backward,13.5735574,52.4033135
n11228313602,forward,13.3820871,52.5043867
n10006334395,backward,13.5276942,52.4902954
n11296863329,backward,13.494679,52.4665733
n10198807062,forward,13.6601705,52.4132962
n10570227078,backward,13.436527,52.5177348
n9171448506,backward,13.4081374,52.5509201
n10277175044,backward,13.4853358,52.5265446
n10285003547,forward,13.3861203,52.5012854
n10308094638,,13.4364885,52.4235361
n10593366292,,13.4391706,52.5056252
n10209073886,forward,13.4619075,52.4217708
n10815869161,backward,13.4881696,52.4133965
n11135599292,forward,13.3159503,52.5259252
n9551624013,backward,13.4813008,52.6092435
n10030893703,forward,13.4490504,52.528739
n8446344553,forward,13.6205134,52.5236568
n8918188252,forward,13.3606006,52.4104802
n9657464461,forward,13.1719293,52.5501198
n10895759650,backward,13.5310886,52.4298954
n10287706659,backward,13.4120905,52.5031873
n862958405,,13.3000047,52.5213195
n10029234833,backward,13.4918367,52.5349332
n10134610356,forward,13.6329796,52.5299246
n10564302896,backward,13.2624872,52.5196246
n10213608371,,13.6011502,52.4516898
n8618538415,forward,13.5575899,52.5467007
n9990299442,forward,13.5326043,52.5105578
n9546848976,forward,13.4330434,52.595984
n10895759636,forward,13.5337434,52.4316335
n9991143909,backward,13.5335662,52.5267798
n9442117789,forward,13.550965,52.5501017
n10554469898,backward,13.6966687,52.4411887
n10077335615,forward,13.3510126,52.5094968
n10542357608,backward,13.5139271,52.48327
n10815673020,forward,13.4724038,52.4368162
n12037530450,forward,13.5146567,52.4238508
n10055527975,backward,13.6134629,52.4985703
n10218083153,backward,13.5071036,52.4632502
n9676798103,forward,13.5441112,52.3994084
n9008020275,backward,13.4539479,52.4720211
n10575996737,backward,13.4923421,52.5652869
n11039905356,forward,13.4007152,52.5657657
n11397726046,backward,13.3481714,52.5560742
n9551021021,backward,13.4369864,52.6137249
n10211218460,forward,13.5128963,52.4293871
n10287452219,forward,13.3905871,52.5065832
n11222241685,,13.4471763,52.4268895
n10172891533,backward,13.6013925,52.4818727
n10587187158,forward,13.4171703,52.5497563
n12020227784,backward,13.4686026,52.6167829
n10222820545,forward,13.5281154,52.4175595
n10225437044,forward,13.4383566,52.4167283
n10009272629,forward,13.5397131,52.4585823
n9521511570,forward,13.4794059,52.6435891
n1635318721,backward,13.3947198,52.5208181
n8413638685,backward,13.5589142,52.5479782
n10044005411,backward,13.4386203,52.5331904
n2861206320,forward,13.4290181,52.5185563
n9267109675,forward,13.3070363,52.6211753
n11097148672,backward,13.3285194,52.5129233
n9664903907,backward,13.5303706,52.4398518
n8665273231,forward,13.4184405,52.5536041
n10213652136,forward,13.5998766,52.4521976
n10219468724,forward,13.2602437,52.5452637
n9655236529,backward,13.542076,52.4293692
n10587209528,backward,13.4188001,52.549578
n10734596543,forward,13.4685351,52.4841844
n9965888599,backward,13.5578451,52.5353001
n10055094985,forward,13.5913589,52.5065172
n10584035323,forward,13.4461909,52.544941
n10182535281,forward,13.5180116,52.509938
n10166352018,backward,13.5634411,52.4960956
n1893188496,backward,13.4396019,52.5554202
n8512471834,forward,13.5988704,52.5441174
n10596400414,forward,13.4063672,52.5544588
n2446832994,backward,13.5006684,52.547288
n8512453006,backward,13.6040541,52.5386406
n3890574228,backward,13.5150037,52.4886737
n10062827231,forward,13.6115888,52.5140603
n10595712938,,13.4144787,52.5538842
n11299990707,forward,13.3271216,52.4964135
n8370100908,backward,13.2959221,52.628402
n8665037298,forward,13.4272954,52.5523882
n10031695055,forward,13.3901284,52.5257855
n10588156446,backward,13.5026871,52.4804693
n10052675447,backward,13.6206222,52.504098
n11345732632,backward,13.4688118,52.510961
n9544496991,forward,13.4994981,52.562243
n10052675444,forward,13.6204053,52.5019563
n10316059896,forward,13.450489,52.5359991
n9336735841,backward,13.4570578,52.5177854
n10687352703,forward,13.5097625,52.5025051
n9662624404,forward,13.5333203,52.4378114
n11296686911,forward,13.5289988,52.4521466
n10560775286,forward,13.4214479,52.5393932
n9544604593,forward,13.5229778,52.5687391
n10559094667,forward,13.3836824,52.5183231
n10690128762,forward,13.4127222,52.561147
n10225259005,forward,13.4376805,52.4217699
n11662686680,backward,13.3994131,52.5123721
n9904010941,forward,13.4724726,52.4610388
n8524773537,backward,13.561395,52.5342145
n10569643389,backward,13.4411635,52.5181791
n11879922223,forward,13.3287052,52.4647916
n9553396972,forward,13.5804463,52.4556109
n10032708846,forward,13.5116741,52.5324097
n10219120400,backward,13.5206052,52.4803356
n6832293231,forward,13.3663714,52.4365036
n11662686688,backward,13.4018419,52.5112322
n10009272646,forward,13.5381455,52.4576428
n10298192148,forward,13.3491126,52.5085956
n10810899095,backward,13.6925445,52.3715738
n10982153277,backward,13.3169926,52.5125068
n9982747170,forward,13.5305851,52.5197097
n8639715862,backward,13.5083572,52.5103175
n10211767913,backward,13.5116871,52.4486726
n11121525074,forward,13.3239621,52.5255355
n9896508296,forward,13.4683744,52.6147467
n10617358669,backward,13.41257,52.5380187
n11049152700,backward,13.4977719,52.6406927
n1800975613,backward,13.5600075,52.556368
n9991017551,backward,13.5292645,52.5262973
n10814333940,backward,13.5005122,52.4411477
n10175179962,forward,13.5760821,52.4870511
n9977403751,forward,13.5161268,52.5462362
n10882843054,backward,13.4122279,52.498782
n11396807452,forward,13.3328614,52.4768903
n10558764681,forward,13.3301615,52.5133888
n10578301488,forward,13.3665278,52.5319411
n11072280146,forward,13.4438948,52.4522841
n4406799376,,13.3660603,52.5253289
n9378333045,forward,13.5728901,52.5500943
n9657464421,forward,13.1681809,52.5508246
n10314567971,forward,13.4366917,52.5296274
n10595463248,forward,13.4236721,52.5537266
n10221284213,forward,13.5537709,52.4132043
n10603497144,backward,13.4588074,52.5503142
n10852876120,backward,13.4643599,52.4869897
n10941231065,forward,13.3078902,52.5564312
n10041233927,forward,13.4863861,52.5382236
n10776227463,backward,13.3877935,52.5244313
n8647716600,forward,13.5692221,52.442657
n10214646730,forward,13.5621913,52.4861882
n10207037761,forward,13.5814578,52.4407008
n9976180381,forward,13.5265475,52.5334931
n10882922394,forward,13.4076799,52.5000526
n10287435786,forward,13.3899204,52.5102308
n7695585873,backward,13.4361177,52.5154848
n10600516222,backward,13.467333,52.5643121
n10712147216,forward,13.4898607,52.5580341
n9544315354,backward,13.5064355,52.5509982
n11388085637,forward,13.3808174,52.4344789
n10578808947,backward,13.378766,52.528619
n10042261457,forward,13.4967758,52.5428113
n3215293452,forward,13.423986,52.5234837
n10779447787,backward,13.3979681,52.5461718
